Question,Document,Label
"what county is willmar mn in ?	Willmar has been assigned ZIP code 56201 by the United States Postal Service .	0",,
"what county is willmar mn in ?	U.S . Routes 12 and 71 and Minnesota State Highways 23 and 40 are four of the main routes in the city .	0",,
"how much does the speaker of the house make '	The Speaker of the United States House of Representatives ( or Speaker of the House ) is the presiding officer of the chamber .	0",,
"how do you determine pump frame type	This is known as the diamond frame .	0",,
"How did the pendulum improve upon earlier clocks ?	`` Simple gravity pendulum '' model assumes no friction or air resistance .	0",,
"How did the pendulum improve upon earlier clocks ?	An exemplar animation of a pendulum showing the velocity and acceleration vectors	0",,
"How did the pendulum improve upon earlier clocks ?	A pendulum is a weight suspended from a so that it can swing freely .	0",,
"How did the pendulum improve upon earlier clocks ?	A pendulum swings with a specific period which depends ( mainly ) on its length .	0",,
"How did the pendulum improve upon earlier clocks ?	The simple gravity pendulum is an idealized mathematical model of a pendulum .	0",,
"what did bull run end for the north	It was the first major land battle of the American Civil War .	0",,
"what did bull run end for the north	Confederate reinforcements under Brig . Gen. Joseph E. Johnston arrived from the Shenandoah Valley by railroad and the course of the battle quickly changed .	0",,
"how does weather happen	Weather is driven by air pressure ( temperature and moisture ) differences between one place and another .	1",,
"how does weather happen	The strong temperature contrast between polar and tropical air gives rise to the jet stream .	0",,
"how does weather happen	Surface temperature differences in turn cause pressure differences .	0",,
"how does weather happen	Higher altitudes are cooler than lower altitudes due to differences in compressional heating .	0",,
"how does weather happen	Weather forecasting is the application of science and technology to predict the state of the atmosphere for a future time and a given location .	0",,
"how does weather happen	Studying how the weather works on other planets has been helpful in understanding how weather works on Earth .	0",,
"how does weather happen	The movement of mass ejected from the Sun is known as the solar wind .	0",,
"how many music awards has katy perry won ?	She signed with Capitol Records .	0",,
"how many music awards has katy perry won ?	Perry 's mainstream career was kicked off with the massive chart success of her debut single `` I Kissed a Girl `` .	0",,
"how many countries have english as an official language	The following is a list of sovereign states and territories where English is an official language or language of government .	0",,
"how many countries have english as an official language	English is the sole official language of the Commonwealth of Nations and the Commonwealth Games .	0",,
"how many countries have english as an official language	India 's linguistic picture is complex .	0",,
"how many countries have english as an official language	Courses in majority of the schools are taught exclusively in English .	0",,
"how many countries have english as an official language	English is extensively used for administrative purposes in India .	0",,
"how many countries have english as an official language	See Official languages of India .	0",,
"how many countries have english as an official language	The linguistic makeup of Pakistan is similarly complex .	0",,
"how many countries have english as an official language	English is a compulsory language in schools .	0",,
"how many countries have english as an official language	All school courses are taught in English .	0",,
"how many countries have english as an official language	Pakistan is the 9th largest English-speaking country in the world by population .	0",,
"how often are meetings held for businesses	Meetings are sometimes held around conference tables .	0",,
"how many innings makes an official game	This is approximately the halfway point of the game .	0",,
"how many innings makes an official game	( This depends on the rules of each individual league . )	0",,
"how many innings makes an official game	Large numbers were hung on the side of the B & O Warehouse at Oriole Park at Camden Yards to show the number of games in Ripken 's streak .	0",,
"how did phone numbers get split 3 than 4	A telephone number or phone number is a sequence of digits used to call from one telephone line to another in a public switched telephone network .	0",,
"how did phone numbers get split 3 than 4	The number contains the information necessary to identify uniquely the intended endpoint for the telephone call .	0",,
"how did phone numbers get split 3 than 4	Each such endpoint must have a unique number within the public switched telephone network .	0",,
"how did phone numbers get split 3 than 4	Most countries use fixed length numbers ( for normal lines at least ) and therefore the number of endpoints determines the necessary length of the telephone number .	0",,
"how did phone numbers get split 3 than 4	It is also possible for each subscriber to have a set of shorter numbers for the endpoints most often used .	0",,
"how did phone numbers get split 3 than 4	These `` shorthand '' or `` speed calling '' numbers are automatically translated to unique telephone numbers before the call can be connected .	0",,
"how did phone numbers get split 3 than 4	Many systems also allow calls within a local area to be made without dialing the local area code .	0",,
"how did phone numbers get split 3 than 4	Some mobile phones allow the + to be entered directly .	0",,
"how did phone numbers get split 3 than 4	The called party might have equipment that presents caller ID before the call is answered .	0",,
"how will a uk collection company collect money when you are in the usa	A collection agency is a business that pursues payments of debts owed by individuals or businesses .	0",,
"how will a uk collection company collect money when you are in the usa	Most collection agencies operate as agents of creditors and collect debts for a fee or percentage of the total amount owed .	0",,
"how will a uk collection company collect money when you are in the usa	There are many types of collection agencies .	0",,
"how will a uk collection company collect money when you are in the usa	First-party agencies are oftentimes subsidiaries of the original company the debt is owed to .	0",,
